id;PERSONAJE;ACTORES;FullName;SubTitle;LINKS;TEMPORADA1;TEMPORADA2;TIPO;esferacoronas;deleted;esferas;esferastype;esferaid;esferalevels;initialChar;RELACIONES;IMAGENES;circulo;PERSONAJE2;Body;TEMPORADA3;Body3;esferalevels3;initialChar3;IMAGENES3;PERSONAJE3;SubTitle3;TIPO3;esferacoronas3;esferas3;esferastype3;RELACIONES3
68;Pedro de Bobadilla;Luis García;Pedro de Bobadilla;Padre de Beatriz de Bobadilla;;;17;;castilla;;4,6,9;e,f,e;;;;;PEDRO_BOBADILLA.jpg;;Pedro de Bobadilla;Pedro de Bobadilla, padre de Beatriz de Bobadilla, fue un hidalgo afincado en Madrid que sirvió a los reyes Trastámara Juan II, Enrique IV e Isabel I.\n\r\n\rBobadilla concertó el matrimonio de su hija con Andrés Cabrera y Cabrera le colocó al frente del Alcázar de Segovia cuando partió en ayuda de la reina Isabel durante la guerra de sucesión.\n\r\n\rEn el alcázar estaban tanto su esposa, Beatriz de Bobadilla como la infanta Isabel de Trastámara, que con cinco años se había quedad allí por orden expresa de la reina para protegerla durante la guerra.\n\r\n\rMolesto un sector de la nobleza con Cabrera y sus aliados, se levantó contra Bobadilla y lo capturó, huyendo su hija Beatriz a avisar a Isabel de lo ocurrido.\n\r\n\rLa reina finalmente entró en Segovia y el pueblo se rindió ante ella, aunque Bobadilla acabó siendo destituido.;;;;;;Pedro de Bobadilla;Padre de Beatriz de Bobadilla;;castilla;;;
69;Duque de Medina Sidonia;Antonio Garrido;Duque de Medina Sidonia;Noble aliado de Isabel;;;18;;castilla;;2,3,23,47;e,e,a,a;48;;;;DUQUE_MEDINA.jpg;;Duque de Medina Sidonia;Enrique Pérez de Guzmán y Meneses, II duque de Medina Sidonia, fue un fiel aliado de Isabel la Católica en el sur de Andalucía, donde logró reunir un poderoso ejército que apoyó a la reina frente a los partidarios de Juana la Beltraneja.\n\r\n\rEn un gesto que muestra la unidad de los nobles en torno a la reina Isabel tras la guerra de sucesión, acudió al rescate de su enemigo acérrimo, el marqués de Cádiz, en la toma de Alhama en 1482, ya unidos bajo la causa común contra los nazaríes.\n\r\n\rParticipó en la toma de Málaga en 1487 junto a los Reyes Católicos y fue alcaide de los reales alcázares y atarazanas de Sevilla.;;;;;;Duque de Medina Sidonia;Noble aliado de Isabel;;castilla;;;
70;Sancho de Solís;NO TIENE NOMBRE DE ACTOR;SANCHO JIMÉNEZ DE SOLÍS;NO TIENE FICHA;;;18 - 19 - 24;;castilla;;37;f;;;;;SANCHO_SOLIS.jpg;;Sancho de Solís;;;;;;;Sancho de Solís;NO TIENE FICHA;;castilla;;;
71;Fray Alonso de Hojeda.;;Fray Alonso de Hojeda.; prior de los dominicos de Sevilla;;;18;;castilla;1;;;;;;;;;Fray Alonso de Hojeda.;;;;;;;Fray Alonso de Hojeda.; prior de los dominicos de Sevilla;;castilla;;;
72;Muley-Hacén;Roberto Enriquez;Muley-Hacén;Rey de Granada;;;18 - 19 - 20 - 21 - 22 - 23;;nazari;;30,32,33,34,36,37,52;30,F,f,e,F,f,e;31;2;31;;MULEY-HACEN.jpg;;Muley-Hacén;Accedió al trono sucediendo a su padre Ciriza en 1464, una época muy convulsa para el reino nazarí.  Su hijo Boabdil le arrebató el trono en 1482, tras lo cual Muley Hacén huyó de Granada con su hermano El Zagal para luchar contra su hijo. En 1485, ya muy debilitado, nombró heredero a su hermano y falleció poco después en el castillo de Mondújar.\n\r\n\rUna de las leyendas sobre Muley Hacén concierne a su historia de amor con Isabel de Solís, una noble castellana que fue apresada en una incursión nazarí y fue llevada cautiva a La Alhambra. Allí el rey se enamoró perdidamente de ella lo que le hizo descuidar sus asuntos de estado.\n\r\n\rMulay Hacén se casó con Isabel cuando ella se convirtió al Islam con el nombre de Zoraida.  La sultana Aixa, primera esposa y madre de Boabdil, se resintió ante la presencia de la favorita, y fue el inicio de unas intrigas palaciegas que supondrían la ruina del rey.\n\r\n\rOtra de las leyendas en torno al personaje es que dispuso que fuera enterrado en el lugar más alto de la sierra, el punto más cercano al cielo y alejado de la gente. De ahí que el pico lleve el nombre de Mulhacén. No obstante, nunca se ha encontrado el lugar de su sepultura.;;;2;;;Muley-Hacén;Rey de Granada;;nazari;;;
73;Al-Sarray;;#NAME?; (caudillo abencerraje);;;19 - 20;;nazari;1;;;;;;;;;Al-Sarray;;;;;;;Al-Sarray; (caudillo abencerraje);;nazari;;;
74;Obispo de Alvy;;OBISPO DE ALBI;Embajador del rey de Francia;;;19 - 22;;francia;1;;;;;;;;;Obispo de Alvy;;;;;;;Obispo de Alvy;Embajador del rey de Francia;;francia;;;
75;Guifré de Prades;;GUIFRÉ DE PRADES;noble catalán;;;21;;castilla;1;;;;;;;;;Guifré de Prades;;;;;;;Guifré de Prades;noble catalán;;castilla;;;
76;Verntallat;;– verntallat;amigo de Fernando, salvó su vida y la de su madre, cuando los enemigos atacaron Girona ;;;21 - 22;;castilla;1;;;;;;;;;Verntallat;;;;;;;Verntallat;amigo de Fernando, salvó su vida y la de su madre, cuando los enemigos atacaron Girona ;;castilla;;;
81;Yusuf;;Yusuf;Hijo de Mulay Hacen;;;22 - 23;;nazari;1;;;;;;;;;Yusuf;;;;;;;Yusuf;Hijo de Mulay Hacen;;nazari;;;
77;Pere Joan Sala;;PERE JOAN SALA;;;;21 - 23;;castilla;1;;;;;;;;;Pere Joan Sala;;;;;;;Pere Joan Sala;;;castilla;;;
78;Beatriz de Galindo;Lidya Miranda;Beatriz de Galindo;Institutriz de los hijos de la reina Isabel;;;21 - 22;;castilla;;2,7,16;a,a,a;46;3;46;;latina.jpg;;Beatriz de Galindo;"Beatriz de Galindo fue la mujer más culta de la Castilla de la época de Isabel la Católica y la preceptora de los hijos de los Reyes Católicos.\n\r\n\rNacida en el seno de una familia de hidalgos de Zamora, fue educada para ser monja pero pronto destacó por su dominio del latín, que llegó a hablar con fluidez, hasta el punto de ser conocida popularmente como ""La Latina"".\n\r\n\rTal fue la fama que alcanzó que la reina Isabel la llamó a la corte para que le enseñase latín a ella y a sus hijos.\n\r\n\rSus consejos eran muy apreciados por Isabel y se le atribuyen varios poemas en latín y unos Comentarios a Aristóteles.\n\r\n\rTras enviudar de Francisco Ramírez de Oreña, el Artillero, se instaló en el Palacio de Viana, en el que es hoy el barrio madrileño de La Latina, que debe precisamente su nombre a esta mujer ilustrada.";;;3;;;Beatriz de Galindo;Institutriz de los hijos de la reina Isabel;;castilla;;;
80;Aben Hud;Nacho Fresneda;Aben Hud;Caballero del clan Abencerraje;;;21 - 22 - 23;;nazari;;32;a;52;3;52;;ABEN_HUD.jpg;;Aben Hud;Los Aben Hud era una tribu perteneciente a un grupo de nobles norteafricanos que tuvieron una importancia clave en el reino nazarí en el siglo XV: los Abencerrajes.\n\r\n\rEste grupo participó en las diversas revueltas socio-políticas que condujeron a la guerra civil y al debilitamiento del reino de Granada, que desembocaría en el fin del dominio musulmán.\n\r\n\rLos abencerrajes se sublevaron en Málaga en 1469 contra el sultán de Granada Muley Hacén y fueron duramente reprimidos, hasta el punto que su historia se convirtió en leyenda viva en la Alhambra, donde hay una sala dedicada a ellos.\n\r\n\rSegún cuenta la tradición popular, Muley Hacén y su hermano El Zagal llamaron a 36 caballeros de la tribu Aben Hud a un salón contiguo al Patio de los Leones, donde les tendieron una emboscada y les asesinaron a sangre fría. Desde entonces la sala recibe el nombre de los abencerrajes y se cuenta que el agua de los surtidores de la estancia corrió tintada de sangre y que las manchas no se han podido borrar.\n\r\n\rSea como fuere, los abencerrajes fueron enemigos de Hacén y aliados de su hijo Boabdil y estuvieron implicados en multitud de intrigas políticas contra su clan rival, los zegríes, otros nobles nazaríes que luchaban por tener más influencia sobre el sultán de Granada.;;;3;;;Aben Hud;Caballero del clan Abencerraje;;nazari;;;
82;Ahmed;Badareddine Bennaji Rincón;AHMED;Hijo de Boabdil;;;22 - 24 - 25 - 26;;nazari;;32,33,34,36;f,F,f,f;38;3;38;;AHMED.jpg;;Ahmed;Hijo mayor de Boabdil y Morayma, hay pocos datos sobre la vida de Ahmed. Sí se sabe que tanto él como su hermano Yusef, que murió siendo muy joven, estuvieron presos en manos de los Reyes Católico durante la última fase de la ofensiva sobre Granada.\n\r\n\rDespués de la batalla de Lucena, donde Boabdil cayó prisionero, el rey Fernando aceptó liberar al último rey de Granada con la condición de que sus hijos fueran entregados en custodia.\n\r\n\rCuando Boabdil se rindió, los Reyes Católicos liberaron a Ahmed y éste partó junto a su padre y al resto de su séquito al exilio.;;;3;;;Ahmed;Hijo de Boabdil;;nazari;;;
83;Cristobal Colón;Julio Manrique;Cristobal Colón;Navegante y explorador;;;23 - 25 - 26;;castilla;;2;a;39;2;39;;COLON.jpg;;Cristobal Colón;Navegante y explorador\n\r\n\rNo está clara ni su fecha de nacimiento, ni su origen exacto. Sí se sabe que alrededor de 1480 se casó con Felipa Moniz, hija del colonizador de las Madeira, Bartolomé de Perestrello.\n\r\n\rPoco después tuvieron a su hijo Diego. Su relación con Felipa, de clase alta, le abrió las puertas a la corte para presentar su proyecto explorador.\n\r\n\rColón sostuvo que se podía alcanzar las Indias Orientales navegando hacia el Oeste y que el viaje por mar tenía muchas posibilidades de éxito. En aquella época, eran los portugueses quienes realizaban más expediciones marítimas con dicho fin, aunque hasta entonces escogían la ruta de bordear África para llegar a su destino. Colón buscó entonces patronazgo para su empresa pero el soberano portugués lo rechazó, manteniéndose en su línea, que hasta ese momento les había reportando grandes y seguros beneficios.\n\r\n\rAnte la negativa de Portugal de apoyar su expedición, Colón se trasladó al reino vecino con su hijo Diego, de 5 años.\n\r\n\rTras su presentación en La Rábida ante Fray Antonio de Marchena y otros, su proyecto llegó a oídos de Isabel y Fernando vía Fray Hernando de Talavera.\n\r\n\rLos reyes encargaron a un tribunal de estudiosos que lo evaluara. El veredicto fue un 'no', en parte porque no era tan arriesgado, en parte porque los datos del navegante no acababan de convencer .\n\r\n\rTodo porque desde su decepción con Portugal, Colón se negó a proporcionar toda la información de que disponía por temor a que algún reino emprendiera el viaje sin él. Su desconfianza fue en aumento con el paso de los años y en sus futuras argumentaciones dejó claro a sus interlocutores que él era el único capacitado para ir y volver del viaje con éxito.\n\r\n\rA pesar del 'no', Isabel le expresó a Colón que no descartaba totalmente su proyecto. Pero ese era un mal momento: la Guerra de Granada -la empresa prioritaria de los reyes- suponía una sangría constante para las arcas de la corona.\n\r\n\rColón tuvo entonces que ganarse la vida vendiendo mapas y libros a la espera de un cambio en su suerte. En esta época, conoció a la cordobesa Beatriz Enríquez de Arana, que vivía con un primo y trabajaba como tejedora. Aunque no se casaron, tuvieron un hijo en común: Fernando, que será quien escriba su biografía años más tarde. De hecho, a su muerte, en 1506, Colón legó una fortuna a Beatriz y le pidió a Diego que la trate como a su madre.\n\r\n\rLos años pasaban y la Guerra de Granada que no acababa. Colón regresó a Portugal para intentar suerte pero regresó de nuevo con las manos vacías del reino vecino. El religioso Talavera le recomiendó que ofrezca su proyecto al Duque de Medinaceli, Luis de la Cerda, que acogió al navegante durante dos años en el palacio de El Puerto de Santa María.\n\r\n\rAl enterarse, la reina reitera su interés en la expedición, para dedicar toda su atención al frente en Granada. Poco antes de que esto sea un hecho, Colón se presentó en el campamento real de Santa Fe en diciembre de 1491. Esta vez se rechazó su proyecto por las exigencias desmedidas del navegante, que exigía todo tipo de títulos y de beneficios en caso de que su expedición llegara a buen puerto.\n\r\n\rEl rey Fernando no estaba dispuesto a permitir que un simple marinero llegara a convertirse en un grande de España. A favor de Colón, intervienron Luis de Santángel y Diego de Deza, que finalmente consiguieron el apoyo del rey, quizás vía mediación de la reina).\n\r\n\rEl 3 de agosto de 1492, las tres naves, encabezadas por la Santa María, parten hacia las Indias.;27 - 28 - 29 - 30;Navegante y explorador\n\r\n\rNo está clara ni su fecha de nacimiento, ni su origen exacto. Sí se sabe que alrededor de 1480 se casó con Felipa Moniz, hija del colonizador de las Madeira, Bartolomé de Perestrello. \n\r\n\rPoco después tuvieron a su hijo Diego. Su relación con Felipa, de clase alta, le abrió las puertas a la corte para presentar su proyecto explorador.\n\r\n\rColón sostuvo que se podía alcanzar las Indias Orientales navegando hacia el Oeste y que el viaje por mar tenía muchas posibilidades de éxito. En aquella época, eran los portugueses quienes realizaban más expediciones marítimas con dicho fin, aunque hasta entonces escogían la ruta de bordear África para llegar a su destino. Colón buscó entonces patronazgo para su empresa pero el soberano portugués lo rechazó, manteniéndose en su línea, que hasta ese momento les había reportando grandes y seguros beneficios.\n\r\n\rAnte la negativa de Portugal de apoyar su expedición, Colón se trasladó al reino vecino con su hijo Diego, de 5 años. \n\r\n\rTras su presentación en La Rábida ante Fray Antonio de Marchena y otros, su proyecto llegó a oídos de Isabel y Fernando vía Fray Hernando de Talavera. \n\r\n\rLos reyes encargaron a un tribunal de estudiosos que lo evaluara. El veredicto fue un 'no', en parte porque no era tan arriesgado, en parte porque los datos del navegante no acababan de convencer . \n\r\n\rTodo porque desde su decepción con Portugal, Colón se negó a proporcionar toda la información de que disponía por temor a que algún reino emprendiera el viaje sin él. Su desconfianza fue en aumento con el paso de los años y en sus futuras argumentaciones dejó claro a sus interlocutores que él era el único capacitado para ir y volver del viaje con éxito. \n\r\n\rA pesar del 'no', Isabel le expresó a Colón que no descartaba totalmente su proyecto. Pero ese era un mal momento: la Guerra de Granada -la empresa prioritaria de los reyes- suponía una sangría constante para las arcas de la corona. \n\r\n\rColón tuvo entonces que ganarse la vida vendiendo mapas y libros a la espera de un cambio en su suerte. En esta época, conoció a la cordobesa Beatriz Enríquez de Arana, que vivía con un primo y trabajaba como tejedora. Aunque no se casaron, tuvieron un hijo en común: Fernando, que será quien escriba su biografía años más tarde. De hecho, a su muerte, en 1506, Colón legó una fortuna a Beatriz y le pidió a Diego que la trate como a su madre.\n\r\n\rLos años pasaban y la Guerra de Granada que no acababa. Colón regresó a Portugal para intentar suerte pero regresó de nuevo con las manos vacías del reino vecino. El religioso Talavera le recomiendó que ofrezca su proyecto al Duque de Medinaceli, Luis de la Cerda, que acogió al navegante durante dos años en el palacio de El Puerto de Santa María. \n\r\n\rAl enterarse, la reina reitera su interés en la expedición, para dedicar toda su atención al frente en Granada. Poco antes de que esto sea un hecho, Colón se presentó en el campamento real de Santa Fe en diciembre de 1491. Esta vez se rechazó su proyecto por las exigencias desmedidas del navegante, que exigía todo tipo de títulos y de beneficios en caso de que su expedición llegara a buen puerto. \n\r\n\rEl rey Fernando no estaba dispuesto a permitir que un simple marinero llegara a convertirse en un grande de España. A favor de Colón, intervienron Luis de Santángel y Diego de Deza, que finalmente consiguieron el apoyo del rey, quizás vía mediación de la reina).\n\r\n\rEl 3 de agosto de 1492, las tres naves, encabezadas por la Santa María, parten hacia las Indias.;1;12;colon.jpg;Cristobal Colón;Navegante y explorador;Corte;castilla;3,2,26,68,67;a,a,a,e,e;Fernando el Católico, Isabel la Católica, Juan ii de Portugal, Bernardo Boyl, Juan Rodríguez de Fonseca
84;Luis de Santángel;Emilio Linder;SANTÁNGEL;Funcionario de la corte de Aragón y protector de Colón;;;23 - 26;;castilla;;3,39;3,a;41;3;41;;SANTANGEL.jpg;;Santángel;Luis de Santángel fue un hombre clave en la conquista del Nuevo Mundo, ya que prestó a la Corona los fondos aportados a la expedición de Cristóbal Colón, propiciando que los monarcas aceptasen finalmente las condiciones puestas por el navegante en las Capitulaciones de Santa Fe.\n\r\n\rSantángel fue además el que propició una segunda reunión entre Colón y los reyes tras un primer encuentro fallido.\n\r\n\rDe familia judía conversa aragonesa, el padre de Santángel hizo fortuna en Valencia con diversos negocios y el arriendo de los derechos que tenían que pagar los comerciantes genoveses instalados allí.\n\r\n\rLuis de Santángel se encargó de recaudar los impuestos en Valencia y se convirtió en una persona de absoluta confianza en la corte de Fernando de Aragón, al que le prestaba dinero para sus campañas que luego el monarca le devolvía con cargo a diversas rentas.\n\r\n\rSu origen judío le granjeó no pocos problemas en la corte pero consiguió el blindaje de él y su familia ante la Inquisición al lograr que los reyes le otorgasen el Estatuto de Limpieza de Sangre.;;;3;;;Luis de Santángel;Funcionario de la corte de Aragón y protector de Colón;;castilla;;;
